surface concentrations:number of species: 2

species name: S
number of E (V), Co[S] (m/l) couples: 400
0.495	0.001
0.49	0.001
0.485	0.001
0.48	0.001
0.475	0.001
0.47	0.001
0.465	0.001
0.46	0.001
0.455	0.001
0.45	0.001
0.445	0.001
0.44	0.001
0.435	0.001
0.43	0.001
0.425	0.001
0.42	0.001
0.415	0.001
0.41	0.001
0.405	0.001
0.4	0.001
0.395	0.001
0.39	0.001
0.385	0.001
0.38	0.001
0.375	0.001
0.37	0.001
0.365	0.001
0.36	0.001
0.355	0.001
0.35	0.001
0.345	0.001
0.34	0.001
0.335	0.001
0.33	0.001
0.325	0.001
0.32	0.001
0.315	0.001
0.31	0.001
0.305	0.001
0.3	0.00099999
0.295	0.00099999
0.29	0.00099999
0.285	0.00099999
0.28	0.00099999
0.275	0.00099999
0.27	0.00099999
0.265	0.00099998
0.26	0.00099998
0.255	0.00099998
0.25	0.00099997
0.245	0.00099997
0.24	0.00099997
0.235	0.00099996
0.23	0.00099996
0.225	0.00099995
0.22	0.00099994
0.215	0.00099993
0.21	0.00099992
0.205	0.00099991
0.2	0.0009999
0.195	0.00099989
0.19	0.00099988
0.185	0.00099986
0.18	0.00099984
0.175	0.00099982
0.17	0.0009998
0.165	0.00099977
0.16	0.00099975
0.155	0.00099972
0.15	0.00099968
0.145	0.00099965
0.14	0.0009996
0.135	0.00099956
0.13	0.00099951
0.125	0.00099945
0.12	0.00099939
0.115	0.00099932
0.11	0.00099924
0.105	0.00099916
0.1	0.00099907
0.095	0.00099896
0.09	0.00099885
0.085	0.00099873
0.08	0.00099859
0.075	0.00099844
0.07	0.00099827
0.065	0.00099808
0.06	0.00099788
0.055	0.00099765
0.05	0.0009974
0.045	0.00099713
0.04	0.00099683
0.035	0.00099649
0.03	0.00099613
0.025	0.00099572
0.02	0.00099528
0.015	0.00099478
0.01	0.00099424
0.005	0.00099365
-3.7643E-016	0.00099299
-0.005	0.00099227
-0.01	0.00099147
-0.015	0.00099059
-0.02	0.00098962
-0.025	0.00098856
-0.03	0.00098739
-0.035	0.0009861
-0.04	0.00098469
-0.045	0.00098313
